,HomeTeam,AwayTeam,FTR,Home_Days_Rest,Away_Days_Rest,Home_Avg_Scored_5,Home_Avg_Conceded_5,Home_Avg_Shots_Last_5,Home_Avg_Shots_Conceded_Last_5,Home_Wins_Last_5,Home_Losses_Last_5,Home_Total_Points,Home_Points_Last_5,Away_Avg_Scored_5,Away_Avg_Conceded_5,Away_Avg_Shots_Last_5,Away_Avg_Shots_Conceded_Last_5,Away_Wins_Last_5,Away_Losses_Last_5,Away_Total_Points,Away_Points_Last_5,Home_ELO_Score,Away_ELO_Score,ELO_Diff,Points_Diff
0,Aris,Volos NFC,H,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525.0,1375.0,150.0,0.0
1,Olympiakos,Asteras Tripolis,H,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1630.0,1300.0,330.0,0.0
2,Panetolikos,Atromitos,A,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1278.0,1299.0,-21.0,0.0
3,AEK,Panserraikos,H,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1620.0,1290.0,330.0,0.0
4,PAOK,Larisa,H,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1620.0,1310.0,310.0,0.0
5,Levadeiakos,Kifisia,H,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1320.0,1280.0,40.0,0.0
6,Volos NFC,Olympiakos,A,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1369.0677000694366,1632.6030010185139,-263.5353009490773,-3.0
7,Panserraikos,OFI Crete,A,6.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1287.3969989814861,1403.0,-115.60300101851385,0.0
8,Aris,Panetolikos,A,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1530.9322999305634,1268.603693600078,262.3286063304854,3.0
9,Larisa,Kifisia,D,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1307.125041201963,1271.1462326752458,35.97880852671733,0.0
11,Panathinaikos,Levadeiakos,D,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1550.0,1328.8537673247542,221.14623267524576,-3.0
12,AEK,Asteras Tripolis,H,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1622.6030010185139,1297.3969989814861,325.2060020370277,3.0
10,PAOK,Atromitos,H,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1622.874958798037,1308.396306399922,314.47865239811495,0.0
13,Olympiakos,Panserraikos,H,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1636.200983327443,1280.6067352289333,355.59424809850975,6.0
14,Atromitos,Aris,A,13.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1305.5842318477319,1514.550824316943,-208.96659246921104,0.0
15,Panetolikos,Volos NFC,A,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1284.9851692136986,1365.4697177605074,-80.48454854680881,3.0
16,Asteras Tripolis,Larisa,D,14.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1294.7308731936728,1306.0931736972407,-11.362300503567894,-1.0
17,Kifisia,Panathinaikos,H,15.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1272.1781001799682,1544.374814164423,-272.19671398445485,0.0
18,Levadeiakos,AEK,A,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1334.4789531603312,1625.2691268063272,-290.790173645996,-2.0
19,OFI Crete,PAOK,A,15.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1409.7902637525528,1625.687033350227,-215.89676959767417,-3.0
23,Volos NFC,Asteras Tripolis,H,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1373.1937531659783,1295.0577899523307,78.13596321364753,2.0
20,PAOK,Panetolikos,D,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1630.166007038171,1277.2611338082277,352.9048732299434,6.0
21,Kifisia,Aris,A,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1288.7248968878287,1519.1699889587953,-230.44509207096667,-2.0
22,Panserraikos,Atromitos,D,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1278.3195470931091,1300.9650672058794,-22.645520112770328,-3.0
26,Levadeiakos,OFI Crete,H,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1331.3209157877268,1405.3112900646088,-73.990374276882,1.0
24,Panathinaikos,Olympiakos,D,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1527.8280174565625,1638.4881714632672,-110.66015400670472,-8.0
25,Larisa,AEK,D,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1305.7662569385827,1628.4271641789317,-322.66090724034893,-7.0
27,Olympiakos,Levadeiakos,H,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1635.406621607737,1343.4189089734336,291.9877126343033,3.0
28,Aris,Panserraikos,D,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1523.3646058170366,1278.9704161196012,244.39418969743542,8.0
29,AEK,Volos NFC,H,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1621.1273258947542,1380.9819825038696,240.1453433908846,4.0
30,OFI Crete,Kifisia,A,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1393.213296878902,1284.5302800295874,108.68301684931453,-1.0
31,Asteras Tripolis,PAOK,D,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1287.2695606144393,1622.4847421923512,-335.21518157791184,-9.0
32,Panetolikos,Panathinaikos,A,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1284.9423986540476,1530.9095673120928,-245.96716865804524,2.0
33,Atromitos,Larisa,D,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1300.3141981793874,1313.0660952227602,-12.751897043372765,1.0
35,OFI Crete,Aris,H,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.2,0.8,16.2,8.8,3.0,1.0,10.0,10.0,1380.183339701155,1517.2992457071282,-137.1159060059731,-7.0
34,Panserraikos,Asteras Tripolis,H,7.0,6.0,0.4,2.0,8.8,20.8,0.0,3.0,2.0,2.0,1.2,2.0,7.4,16.6,0.0,3.0,2.0,2.0,1285.0357762295096,1294.7337823097475,-9.698006080237974,0.0
36,Larisa,Volos NFC,A,5.0,6.0,1.0,1.2,11.6,16.4,0.0,1.0,4.0,4.0,0.8,1.4,9.6,11.6,2.0,3.0,6.0,6.0,1312.6992308422512,1376.9694665984075,-64.27023575615635,-2.0
40,Levadeiakos,Panetolikos,H,8.0,7.0,2.0,1.4,11.2,14.4,2.0,2.0,7.0,7.0,0.8,1.2,8.2,15.6,1.0,3.0,4.0,4.0,1340.2791610500974,1281.036298513707,59.242862536390476,3.0
39,Kifisia,AEK,A,7.0,7.0,1.8,1.6,12.6,12.2,2.0,2.0,7.0,7.0,1.2,0.2,19.4,8.0,4.0,0.0,13.0,13.0,1297.5602372073342,1625.1398418002163,-327.5796045928821,-6.0
37,Panathinaikos,Atromitos,H,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,9.4,13.8,1.0,2.0,5.0,5.0,1534.8156674524334,1300.6810625598964,234.13460489253703,0.0
38,PAOK,Olympiakos,H,7.0,8.0,1.4,0.8,19.4,5.4,3.0,0.0,11.0,11.0,2.6,0.6,18.6,5.2,4.0,0.0,13.0,13.0,1615.020520497043,1638.5463695310732,-23.525849034030216,-2.0
43,Atromitos,Levadeiakos,D,13.0,13.0,0.6,1.2,7.2,15.4,0.0,3.0,5.0,2.0,2.6,1.0,12.0,14.2,2.0,2.0,10.0,7.0,1296.5564148627423,1348.590350292154,-52.03393542941171,-5.0
41,Panetolikos,OFI Crete,H,13.0,14.0,0.8,2.0,7.6,16.2,1.0,3.0,4.0,4.0,1.2,1.8,8.2,15.6,2.0,3.0,6.0,6.0,1272.7251092716504,1393.9369710271897,-121.2118617555393,-2.0
42,Larisa,Olympiakos,A,14.0,13.0,1.4,2.0,13.2,16.6,0.0,1.0,4.0,4.0,2.4,1.0,16.0,6.6,3.0,1.0,13.0,10.0,1304.5282616450288,1627.8702741547545,-323.3420125097257,-9.0
46,Asteras Tripolis,Kifisia,D,15.0,14.0,1.4,2.0,8.8,14.2,0.0,3.0,2.0,2.0,1.8,1.6,14.0,11.4,2.0,2.0,7.0,7.0,1284.4547237284507,1294.925526105742,-10.470802377291193,-5.0
47,Volos NFC,Panserraikos,H,15.0,15.0,1.8,1.4,11.6,12.2,3.0,2.0,9.0,9.0,0.8,1.8,9.6,17.8,1.0,2.0,5.0,5.0,1385.1404357956299,1295.3148348108064,89.8256009848235,4.0
44,Aris,Panathinaikos,D,15.0,14.0,0.8,1.4,16.2,8.6,2.0,2.0,10.0,7.0,1.4,1.2,13.8,7.4,2.0,1.0,8.0,8.0,1503.5456143810936,1538.9403151495876,-35.394700768493976,2.0
45,AEK,PAOK,A,14.0,14.0,1.4,0.6,16.2,10.0,4.0,0.0,16.0,13.0,1.6,1.0,17.6,5.8,3.0,0.0,14.0,11.0,1627.7745529018086,1625.6966158733617,2.077937028446968,2.0
50,Panserraikos,Larisa,A,6.0,7.0,1.0,2.0,8.4,17.6,1.0,2.0,5.0,5.0,1.2,2.2,11.0,16.4,0.0,2.0,4.0,3.0,1287.8441185519594,1301.8372442226575,-13.993125670698191,1.0
48,OFI Crete,Atromitos,A,7.0,7.0,1.4,2.6,8.2,15.0,1.0,4.0,6.0,3.0,1.0,1.4,8.4,12.0,0.0,2.0,6.0,3.0,1380.583189491342,1298.0429741052976,82.54021538604434,0.0
49,Kifisia,Panetolikos,D,6.0,7.0,2.0,1.8,12.8,10.2,2.0,2.0,8.0,7.0,1.2,2.4,7.2,15.4,1.0,3.0,7.0,4.0,1294.624243396483,1286.078890807498,8.545352588984997,1.0
51,Levadeiakos,Aris,D,8.0,7.0,2.8,1.2,12.4,11.6,2.0,2.0,11.0,7.0,1.0,1.2,15.4,9.0,2.0,1.0,11.0,8.0,1347.1037910495986,1504.5608460484111,-157.4570549988125,0.0
52,Panathinaikos,Asteras Tripolis,H,7.0,7.0,1.4,1.2,12.6,8.8,2.0,1.0,9.0,8.0,1.8,2.2,9.8,13.0,0.0,2.0,3.0,3.0,1537.92508348227,1284.7560064377096,253.16907704456048,6.0
53,PAOK,Volos NFC,H,7.0,7.0,1.8,1.0,14.6,8.2,3.0,0.0,17.0,11.0,2.2,1.2,12.4,10.8,4.0,1.0,12.0,12.0,1635.7564229955913,1392.6111520544769,243.1452709411144,5.0
54,Olympiakos,AEK,H,8.0,7.0,2.4,1.0,16.0,5.6,3.0,1.0,16.0,10.0,1.2,1.0,15.8,11.4,3.0,1.0,16.0,10.0,1630.5612915771258,1617.714745779579,12.846545797546696,0.0
55,Volos NFC,Panathinaikos,H,6.0,6.0,1.8,1.6,10.8,11.0,3.0,2.0,12.0,9.0,1.4,0.6,13.6,7.4,3.0,0.0,12.0,11.0,1388.653740152759,1541.7025172854537,-153.0487771326948,0.0
56,Atromitos,Kifisia,A,7.0,7.0,1.4,1.2,9.2,13.4,1.0,1.0,9.0,6.0,1.6,1.6,13.0,10.2,1.0,2.0,9.0,5.0,1310.3749645969224,1294.378337961817,15.996626635105486,0.0
57,Olympiakos,Aris,H,6.0,6.0,1.8,1.0,12.4,6.4,3.0,1.0,19.0,10.0,0.8,1.2,14.8,10.6,1.0,1.0,12.0,6.0,1640.191706680243,1500.315605262735,139.87610141750793,7.0
59,AEK,Panetolikos,H,7.0,8.0,1.0,1.4,13.2,11.0,2.0,2.0,16.0,7.0,1.2,2.2,8.2,15.6,1.0,2.0,8.0,5.0,1608.0843306764618,1286.3247962421642,321.7595344342976,8.0
60,Larisa,Levadeiakos,A,8.0,7.0,1.2,1.8,11.8,16.2,1.0,2.0,7.0,5.0,3.0,1.2,12.8,9.4,2.0,1.0,12.0,8.0,1311.4347073202832,1351.3490318352747,-39.91432451499145,-5.0
58,Panserraikos,PAOK,A,8.0,7.0,1.0,1.4,9.8,15.8,1.0,2.0,5.0,5.0,2.0,0.8,13.4,7.2,3.0,0.0,20.0,11.0,1278.2466554543337,1639.7138348973092,-361.4671794429755,-15.0
61,Asteras Tripolis,OFI Crete,H,8.0,9.0,1.4,2.2,8.4,13.2,0.0,3.0,3.0,2.0,1.4,2.8,10.4,14.4,1.0,4.0,6.0,3.0,1280.978572634526,1368.2511989997172,-87.27262636519117,-3.0
62,Panetolikos,Larisa,H,6.0,6.0,1.2,2.4,8.6,14.4,1.0,3.0,8.0,4.0,1.0,2.0,12.0,13.8,1.0,3.0,7.0,4.0,1283.6124926932077,1302.578506386828,-18.966013693620198,1.0
63,Aris,Asteras Tripolis,D,8.0,6.0,0.8,1.6,14.2,11.6,0.0,2.0,12.0,3.0,1.8,1.8,10.4,11.4,1.0,2.0,6.0,5.0,1494.1372834733925,1293.4389497861732,200.69833368721925,6.0
64,Kifisia,Olympiakos,A,8.0,8.0,2.0,1.6,16.2,11.2,2.0,1.0,12.0,8.0,2.0,1.0,13.0,7.6,4.0,1.0,22.0,12.0,1304.838432820099,1646.3700284695856,-341.5315956494867,-10.0
65,Levadeiakos,Panserraikos,H,7.0,7.0,2.6,1.2,11.8,11.4,2.0,1.0,15.0,8.0,0.8,2.2,8.2,16.8,1.0,3.0,5.0,4.0,1360.20523276873,1276.0270606241527,84.17817214457727,10.0
66,OFI Crete,AEK,A,6.0,7.0,1.4,2.6,10.8,15.2,1.0,4.0,6.0,3.0,1.0,1.2,12.0,9.2,3.0,2.0,19.0,9.0,1355.79082184807,1610.7966342254183,-255.00581237734832,-13.0
67,Atromitos,Volos NFC,A,8.0,8.0,1.4,1.4,11.0,15.0,1.0,2.0,9.0,5.0,1.6,1.4,8.6,11.8,3.0,2.0,15.0,9.0,1299.9148697386404,1402.7944093314286,-102.8795395927882,-6.0
68,Panathinaikos,PAOK,H,8.0,7.0,1.2,0.6,15.4,6.6,3.0,1.0,12.0,10.0,3.0,0.8,11.8,8.0,4.0,0.0,23.0,13.0,1527.561848106784,1641.9334297274902,-114.37158162070614,-11.0
70,Asteras Tripolis,Panetolikos,D,13.0,14.0,1.2,1.2,11.0,9.8,1.0,2.0,7.0,5.0,1.6,2.0,8.8,15.2,2.0,2.0,11.0,7.0,1298.6485482785088,1294.1578368631958,4.490711415312944,-4.0
69,Olympiakos,Atromitos,H,13.0,13.0,2.0,0.8,12.8,8.2,4.0,1.0,25.0,12.0,1.2,1.4,12.8,14.8,1.0,3.0,9.0,4.0,1648.8263820258205,1292.7923670812067,356.0340149446138,16.0
73,PAOK,Kifisia,H,14.0,14.0,2.6,0.6,10.2,7.4,4.0,1.0,23.0,12.0,1.6,2.0,13.6,13.6,1.0,2.0,12.0,5.0,1628.7555211619817,1302.382079263864,326.3734418981178,11.0
71,AEK,Aris,H,14.0,14.0,1.0,1.2,13.8,9.4,3.0,2.0,22.0,9.0,0.6,1.4,10.4,12.4,0.0,2.0,13.0,3.0,1614.5417787486188,1488.927684981057,125.61409376756183,9.0
72,Panserraikos,Panathinaikos,A,14.0,14.0,1.0,3.0,8.2,15.2,1.0,4.0,5.0,3.0,1.2,0.6,14.2,6.2,3.0,1.0,15.0,10.0,1268.4035822281564,1540.7397566722925,-272.3361744441361,-10.0
74,Volos NFC,Levadeiakos,A,15.0,15.0,1.8,1.2,9.0,13.6,4.0,1.0,18.0,12.0,3.2,1.0,14.0,9.2,3.0,0.0,18.0,11.0,1409.9169119888622,1367.8287111647262,42.08820082413604,0.0
75,Larisa,OFI Crete,A,16.0,15.0,0.8,2.4,14.0,12.8,1.0,4.0,7.0,3.0,1.2,2.2,10.4,15.4,1.0,4.0,6.0,3.0,1292.0331622168399,1352.0456773248695,-60.012515108029675,1.0
76,OFI Crete,Volos NFC,A,5.0,5.0,1.0,2.4,10.2,16.6,1.0,4.0,9.0,3.0,1.0,1.2,9.0,13.0,3.0,2.0,18.0,9.0,1360.3353540725077,1398.711407276266,-38.376053203758374,-9.0
77,Aris,Larisa,H,6.0,5.0,0.6,1.0,9.2,16.0,0.0,2.0,13.0,3.0,0.6,1.8,14.6,10.4,1.0,4.0,7.0,3.0,1482.3934393744203,1283.7434854692017,198.64995390521858,6.0
78,Kifisia,Panserraikos,H,6.0,6.0,1.2,2.0,11.6,15.6,1.0,2.0,12.0,5.0,0.6,3.4,8.2,16.8,0.0,5.0,5.0,0.0,1299.7314439943689,1264.9526719079345,34.7787720864344,7.0
81,Panetolikos,Olympiakos,A,8.0,8.0,1.8,1.0,8.8,13.0,2.0,1.0,12.0,8.0,2.4,0.4,16.4,7.4,5.0,0.0,28.0,15.0,1294.2870827303746,1651.1084472887421,-356.8213645583676,-16.0
79,Levadeiakos,PAOK,A,6.0,7.0,2.4,1.2,13.0,11.6,3.0,0.0,21.0,11.0,2.8,0.4,12.0,6.8,4.0,1.0,26.0,12.0,1379.0342158773224,1631.4061564314768,-252.37194055415443,-5.0
80,Atromitos,Asteras Tripolis,A,8.0,8.0,1.2,1.8,13.4,16.4,1.0,3.0,9.0,4.0,1.2,1.0,10.2,9.4,1.0,1.0,8.0,6.0,1290.5103018182851,1298.51930241133,-8.009000593044902,1.0
82,Panathinaikos,AEK,A,7.0,7.0,1.6,0.6,14.0,7.6,3.0,1.0,18.0,10.0,0.6,0.8,17.4,7.4,3.0,2.0,25.0,9.0,1544.1906669925145,1621.0760243552554,-76.88535736274093,-7.0
84,Olympiakos,OFI Crete,H,6.0,7.0,2.2,0.4,18.4,8.0,5.0,0.0,31.0,15.0,0.6,1.8,8.2,17.8,1.0,4.0,9.0,3.0,1653.381365633139,1351.4354355174146,301.9459301157244,22.0
83,Volos NFC,Kifisia,D,7.0,7.0,0.8,1.0,9.6,12.4,3.0,2.0,21.0,9.0,1.4,1.6,14.0,15.0,2.0,2.0,15.0,7.0,1407.6113258313592,1308.7337605993557,98.87756523200346,6.0
85,Asteras Tripolis,Levadeiakos,D,7.0,7.0,1.0,0.6,10.2,9.8,2.0,1.0,11.0,8.0,2.4,1.4,13.8,13.0,3.0,1.0,21.0,10.0,1308.2888256665378,1375.2427023379182,-66.95387667138039,-10.0
86,Larisa,Panathinaikos,D,8.0,7.0,0.8,1.8,14.2,11.2,1.0,4.0,7.0,3.0,1.8,1.0,14.0,6.2,3.0,2.0,18.0,9.0,1278.9099959197708,1536.3681760620489,-257.458180142278,-11.0
87,PAOK,Aris,H,7.0,8.0,3.0,0.8,12.6,6.8,4.0,1.0,29.0,12.0,0.8,1.0,10.0,13.6,1.0,2.0,16.0,5.0,1635.197669970881,1487.2269289238511,147.97074104702983,13.0
88,AEK,Atromitos,H,7.0,7.0,1.2,0.8,16.2,8.0,4.0,1.0,28.0,12.0,0.8,1.6,14.2,16.4,1.0,4.0,9.0,3.0,1628.898515285721,1280.7407785630774,348.1577367226437,19.0
89,Panserraikos,Panetolikos,A,9.0,8.0,0.4,3.6,8.0,18.4,0.0,5.0,5.0,0.0,1.0,0.8,8.2,15.0,1.0,2.0,12.0,5.0,1255.9503553029476,1292.0141643859777,-36.06380908303004,-7.0
91,Kifisia,Asteras Tripolis,D,7.0,6.0,1.4,1.6,16.0,15.8,2.0,2.0,16.0,7.0,1.2,0.4,10.8,9.2,2.0,0.0,12.0,9.0,1311.505262626462,1310.192407060689,1.3128555657729066,4.0
92,Levadeiakos,Larisa,H,6.0,6.0,2.4,1.4,13.6,12.6,3.0,1.0,22.0,10.0,0.8,2.2,12.2,12.2,0.0,4.0,8.0,1.0,1373.339120943767,1285.207631579122,88.13148936464495,14.0
90,OFI Crete,Panserraikos,H,7.0,5.0,0.4,1.8,5.0,22.0,1.0,4.0,9.0,3.0,0.4,3.4,9.0,15.6,0.0,5.0,5.0,0.0,1348.4444499092428,1246.9846432099355,101.45980669930736,4.0
95,Panetolikos,AEK,A,6.0,7.0,1.0,0.6,7.0,15.6,2.0,2.0,15.0,7.0,2.0,0.6,18.4,6.8,5.0,0.0,31.0,15.0,1300.9798764789898,1631.2738582918632,-330.2939818128734,-16.0
96,Atromitos,PAOK,H,7.0,7.0,0.4,2.2,13.0,16.2,0.0,5.0,9.0,0.0,3.0,1.0,14.8,8.2,4.0,1.0,32.0,12.0,1278.3654355569352,1641.178828100294,-362.81339254335876,-23.0
93,Aris,Olympiakos,D,7.0,8.0,0.8,1.4,10.2,14.4,1.0,3.0,16.0,4.0,2.4,0.4,22.6,7.2,5.0,0.0,34.0,15.0,1481.2457707944382,1656.3723512413108,-175.1265804468726,-18.0
94,Panathinaikos,Volos NFC,H,7.0,8.0,1.8,1.4,13.4,7.6,2.0,2.0,19.0,7.0,1.0,0.6,12.4,15.0,3.0,1.0,22.0,10.0,1530.0705404026976,1404.839823804253,125.23071659844459,-3.0
98,Olympiakos,Kifisia,D,6.0,7.0,2.0,0.2,23.2,7.2,4.0,0.0,35.0,13.0,1.0,1.4,15.4,13.6,1.0,2.0,17.0,5.0,1651.7193504690945,1311.467475785622,340.2518746834726,18.0
99,Asteras Tripolis,Aris,A,7.0,6.0,0.6,0.4,8.4,11.8,1.0,0.0,13.0,7.0,0.6,1.0,10.2,15.0,1.0,2.0,17.0,5.0,1310.2301939015292,1485.8987715666544,-175.6685776651252,-4.0
97,Volos NFC,Panetolikos,H,6.0,6.0,1.0,1.0,13.6,13.4,2.0,2.0,22.0,7.0,1.0,1.4,7.0,14.6,2.0,2.0,15.0,7.0,1398.2958654068502,1298.3807047922915,99.91516061455877,7.0
